Brand,Model,Processor,RAM,Storage,GraphicsCard,ScreenSize,Price
"MSI,Katana GF66 V50.4,Intel Core i7-11800H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1200.78"
"ASUS,ROG Strix G15 V24.3,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1354.72"
"HP,Victus 15 V24.8,AMD Ryzen 5 5600H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1167.69"
"ASUS,ROG Strix G15 V42.0,AMD Ryzen 7 6800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",653.56"
"Lenovo,Legion 5 V6.4,AMD Ryzen 7 5800H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1197.0"
"ASUS,ROG Strix G15 V19.8,AMD Ryzen 7 6800H,16 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1090.5"
"HP,Victus 15 V4.0,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1334.09"
"ASUS,ROG Strix G15 V33.8,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1255.91"
"MSI,Katana GF66 V23.1,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1170.41"
"ASUS,ROG Strix G15 V50.6,AMD Ryzen 7 6800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",896.09"
"HP,Victus 15 V7.4,AMD Ryzen 5 5600H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1220.66"
"Lenovo,Legion 5 V30.3,AMD Ryzen 7 5800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",678.97"
"HP,Victus 15 V13.9,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1148.44"
"Lenovo,Legion 5 V26.1,AMD Ryzen 7 5800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",627.12"
"Lenovo,Legion 5 V45.2,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1144.41"
"HP,Victus 15 V30.5,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",737.28"
"ASUS,ROG Strix G15 V40.2,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",783.09"
"HP,Victus 15 V10.0,AMD Ryzen 5 5600H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1214.38"
"HP,Victus 15 V32.8,AMD Ryzen 5 5600H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",840.19"
"HP,Victus 15 V38.3,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",762.78"
"ASUS,ROG Strix G15 V15.0,AMD Ryzen 7 6800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1057.03"
"Lenovo,Legion 5 V9.3,AMD Ryzen 7 5800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1234.16"
"ASUS,ROG Strix G15 V2.8,AMD Ryzen 7 6800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1265.28"
"HP,Victus 15 V20.4,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1014.41"
"ASUS,ROG Strix G15 V20.5,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",594.28"
"Acer,Nitro 5 V26.3,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1258.5"
"Lenovo,Legion 5 V9.0,AMD Ryzen 7 5800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",648.28"
"Lenovo,Legion 5 V8.6,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",630.84"
"Acer,Nitro 5 V4.8,Intel Core i5-11400H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",909.47"
"ASUS,ROG Strix G15 V22.5,AMD Ryzen 7 6800H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",918.44"
"Acer,Nitro 5 V3.5,Intel Core i5-11400H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",653.56"
"Lenovo,Legion 5 V34.5,AMD Ryzen 7 5800H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1070.5"
"Acer,Nitro 5 V22.4,Intel Core i5-11400H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1008.31"
"HP,Victus 15 V41.3,AMD Ryzen 5 5600H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",798.12"
"ASUS,ROG Strix G15 V25.0,AMD Ryzen 7 6800H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",630.41"
"Acer,Nitro 5 V24.8,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",610.88"
"HP,Victus 15 V23.4,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",914.22"
"Acer,Nitro 5 V10.5,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",926.66"
"HP,Victus 15 V21.7,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",643.88"
"ASUS,ROG Strix G15 V42.4,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",584.38"
"ASUS,ROG Strix G15 V20.8,AMD Ryzen 7 6800H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1170.72"
"Lenovo,Legion 5 V31.1,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",965.0"
"HP,Victus 15 V21.8,AMD Ryzen 5 5600H,16 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1277.41"
"Acer,Nitro 5 V27.9,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",771.62"
"Acer,Nitro 5 V33.8,Intel Core i5-11400H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",868.66"
"ASUS,ROG Strix G15 V25.8,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",801.81"
"MSI,Katana GF66 V13.6,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",751.28"
"MSI,Katana GF66 V30.7,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1132.88"
"MSI,Katana GF66 V3.6,Intel Core i7-11800H,16 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",608.16"
"MSI,Katana GF66 V11.8,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1269.91"
"Lenovo,Legion 5 V4.5,AMD Ryzen 7 5800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",672.84"
"Acer,Nitro 5 V3.4,Intel Core i5-11400H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",726.25"
"Acer,Nitro 5 V25.9,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1318.47"
"ASUS,ROG Strix G15 V27.7,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",706.28"
"HP,Victus 15 V1.9,AMD Ryzen 5 5600H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",971.91"
"MSI,Katana GF66 V47.6,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",609.59"
"MSI,Katana GF66 V50.0,Intel Core i7-11800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1064.78"
"HP,Victus 15 V7.2,AMD Ryzen 5 5600H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",633.78"
"ASUS,ROG Strix G15 V50.3,AMD Ryzen 7 6800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1260.31"
"MSI,Katana GF66 V37.3,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",819.19"
"ASUS,ROG Strix G15 V48.0,AMD Ryzen 7 6800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1037.44"
"Lenovo,Legion 5 V29.6,AMD Ryzen 7 5800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1379.59"
"ASUS,ROG Strix G15 V30.6,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",924.84"
"Lenovo,Legion 5 V32.3,AMD Ryzen 7 5800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1223.19"
"Lenovo,Legion 5 V19.6,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1124.84"
"MSI,Katana GF66 V17.3,Intel Core i7-11800H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",631.06"
"HP,Victus 15 V9.3,AMD Ryzen 5 5600H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1081.91"
"HP,Victus 15 V42.1,AMD Ryzen 5 5600H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",900.88"
"Lenovo,Legion 5 V3.9,AMD Ryzen 7 5800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1360.81"
"Lenovo,Legion 5 V16.3,AMD Ryzen 7 5800H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",693.56"
"HP,Victus 15 V48.8,AMD Ryzen 5 5600H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",668.19"
"MSI,Katana GF66 V20.0,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1242.28"
"HP,Victus 15 V50.8,AMD Ryzen 5 5600H,16 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1107.5"
"Acer,Nitro 5 V23.9,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",810.16"
"Acer,Nitro 5 V39.4,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1114.44"
"HP,Victus 15 V10.4,AMD Ryzen 5 5600H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1195.16"
"MSI,Katana GF66 V47.9,Intel Core i7-11800H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1008.91"
"Acer,Nitro 5 V25.2,Intel Core i5-11400H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",647.41"
"MSI,Katana GF66 V27.7,Intel Core i7-11800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1117.38"
"Lenovo,Legion 5 V34.0,AMD Ryzen 7 5800H,32 GB,512 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1022.06"
"ASUS,ROG Strix G15 V31.6,AMD Ryzen 7 6800H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",646.28"
"ASUS,ROG Strix G15 V34.1,AMD Ryzen 7 6800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1301.72"
"Lenovo,Legion 5 V36.7,AMD Ryzen 7 5800H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",967.66"
"Lenovo,Legion 5 V36.6,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",958.25"
"MSI,Katana GF66 V9.9,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",622.81"
"ASUS,ROG Strix G15 V3.7,AMD Ryzen 7 6800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1180.84"
"HP,Victus 15 V21.9,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",873.78"
"ASUS,ROG Strix G15 V7.3,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1332.31"
"HP,Victus 15 V41.8,AMD Ryzen 5 5600H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1192.44"
"Lenovo,Legion 5 V29.7,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",965.25"
"Acer,Nitro 5 V47.9,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1041.62"
"Acer,Nitro 5 V47.3,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",787.81"
"Acer,Nitro 5 V36.4,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",964.22"
"MSI,Katana GF66 V38.8,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",752.56"
"ASUS,ROG Strix G15 V44.7,AMD Ryzen 7 6800H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",873.84"
"Lenovo,Legion 5 V2.1,AMD Ryzen 7 5800H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",653.53"
"HP,Victus 15 V19.1,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",764.88"
"ASUS,ROG Strix G15 V8.3,AMD Ryzen 7 6800H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1104.38"
"Lenovo,Legion 5 V39.4,AMD Ryzen 7 5800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1051.19"
"Acer,Nitro 5 V8.7,Intel Core i5-11400H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1303.44"
"ASUS,ROG Strix G15 V20.5,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1229.91"
"MSI,Katana GF66 V40.4,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1279.72"
"MSI,Katana GF66 V11.0,Intel Core i7-11800H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",819.66"
"ASUS,ROG Strix G15 V39.2,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",999.72"
"ASUS,ROG Strix G15 V35.4,AMD Ryzen 7 6800H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1038.41"
"Acer,Nitro 5 V34.7,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1335.44"
"Acer,Nitro 5 V6.4,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1289.28"
"ASUS,ROG Strix G15 V18.7,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1191.56"
"Acer,Nitro 5 V21.8,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1051.44"
"MSI,Katana GF66 V2.7,Intel Core i7-11800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",871.38"
"ASUS,ROG Strix G15 V46.7,AMD Ryzen 7 6800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1039.44"
"Lenovo,Legion 5 V30.8,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",640.5"
"ASUS,ROG Strix G15 V9.6,AMD Ryzen 7 6800H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",597.53"
"Acer,Nitro 5 V34.8,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",903.44"
"Lenovo,Legion 5 V38.5,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1036.06"
"Lenovo,Legion 5 V18.5,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",839.88"
"HP,Victus 15 V4.4,AMD Ryzen 5 5600H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1147.03"
"Acer,Nitro 5 V39.3,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",648.94"
"Acer,Nitro 5 V6.8,Intel Core i5-11400H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",629.84"
"MSI,Katana GF66 V34.0,Intel Core i7-11800H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1317.25"
"MSI,Katana GF66 V42.0,Intel Core i7-11800H,16 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1153.12"
"Acer,Nitro 5 V41.0,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1063.69"
"Lenovo,Legion 5 V19.2,AMD Ryzen 7 5800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",775.81"
"HP,Victus 15 V46.6,AMD Ryzen 5 5600H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",644.16"
"Lenovo,Legion 5 V50.3,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1169.91"
"Lenovo,Legion 5 V15.4,AMD Ryzen 7 5800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1141.03"
"MSI,Katana GF66 V3.5,Intel Core i7-11800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",992.91"
"Acer,Nitro 5 V48.3,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1366.84"
"Acer,Nitro 5 V39.1,Intel Core i5-11400H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",634.03"
"HP,Victus 15 V45.5,AMD Ryzen 5 5600H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",836.12"
"HP,Victus 15 V49.7,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1197.75"
"HP,Victus 15 V7.1,AMD Ryzen 5 5600H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1350.81"
"Lenovo,Legion 5 V6.4,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",763.56"
"HP,Victus 15 V3.4,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1040.09"
"Lenovo,Legion 5 V24.6,AMD Ryzen 7 5800H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",674.5"
"Lenovo,Legion 5 V3.8,AMD Ryzen 7 5800H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",568.25"
"ASUS,ROG Strix G15 V49.6,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1038.06"
"HP,Victus 15 V1.4,AMD Ryzen 5 5600H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1395.47"
"Lenovo,Legion 5 V7.0,AMD Ryzen 7 5800H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1179.25"
"MSI,Katana GF66 V13.6,Intel Core i7-11800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1227.0"
"ASUS,ROG Strix G15 V34.2,AMD Ryzen 7 6800H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1261.97"
"MSI,Katana GF66 V46.4,Intel Core i7-11800H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",957.22"
"Acer,Nitro 5 V37.6,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",572.75"
"ASUS,ROG Strix G15 V3.4,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1009.94"
"Acer,Nitro 5 V23.2,Intel Core i5-11400H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1312.72"
"Lenovo,Legion 5 V24.1,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",710.12"
"Acer,Nitro 5 V3.8,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",712.44"
"HP,Victus 15 V34.6,AMD Ryzen 5 5600H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1121.62"
"Acer,Nitro 5 V29.4,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1080.94"
"ASUS,ROG Strix G15 V39.1,AMD Ryzen 7 6800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",745.22"
"Lenovo,Legion 5 V28.5,AMD Ryzen 7 5800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",969.75"
"HP,Victus 15 V13.4,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",958.88"
"ASUS,ROG Strix G15 V18.0,AMD Ryzen 7 6800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",726.0"
"ASUS,ROG Strix G15 V14.4,AMD Ryzen 7 6800H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1001.78"
"ASUS,ROG Strix G15 V6.6,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",797.28"
"HP,Victus 15 V1.3,AMD Ryzen 5 5600H,64 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",766.88"
"Acer,Nitro 5 V32.1,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1280.75"
"Acer,Nitro 5 V34.9,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1260.47"
"ASUS,ROG Strix G15 V20.4,AMD Ryzen 7 6800H,64 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",818.84"
"Lenovo,Legion 5 V34.7,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",611.56"
"Lenovo,Legion 5 V42.0,AMD Ryzen 7 5800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",847.62"
"HP,Victus 15 V48.7,AMD Ryzen 5 5600H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1114.25"
"MSI,Katana GF66 V10.6,Intel Core i7-11800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",962.38"
"Lenovo,Legion 5 V48.3,AMD Ryzen 7 5800H,64 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",645.12"
"HP,Victus 15 V32.3,AMD Ryzen 5 5600H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1186.03"
"Acer,Nitro 5 V21.7,Intel Core i5-11400H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1156.69"
"ASUS,ROG Strix G15 V17.9,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1053.66"
"Acer,Nitro 5 V29.4,Intel Core i5-11400H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",760.03"
"Acer,Nitro 5 V5.1,Intel Core i5-11400H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",681.81"
"HP,Victus 15 V37.7,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",666.56"
"ASUS,ROG Strix G15 V37.4,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",920.84"
"Lenovo,Legion 5 V39.0,AMD Ryzen 7 5800H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1129.94"
"Acer,Nitro 5 V37.1,Intel Core i5-11400H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1149.28"
"MSI,Katana GF66 V47.4,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1260.5"
"Lenovo,Legion 5 V33.9,AMD Ryzen 7 5800H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1319.47"
"Acer,Nitro 5 V41.2,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",612.69"
"HP,Victus 15 V45.2,AMD Ryzen 5 5600H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",647.56"
"MSI,Katana GF66 V27.9,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",677.34"
"Lenovo,Legion 5 V23.8,AMD Ryzen 7 5800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",973.59"
"Lenovo,Legion 5 V28.4,AMD Ryzen 7 5800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",933.22"
